Date,Ticker,MA7,MA30,VOL,MOM20,LAG1,LAG0,TARGET
2018-02-14,AAPL,-0.4490314623001432,0.5838588646367514,-0.7351392095523046,-0.9831976484507617,-0.18036705922427332,-0.5090502892162384,0.0335783152845337
2018-02-14,AMZN,-0.18587311906912846,-1.2182365000128919,-0.28121666965862446,1.281765095527992,0.9962886644398831,0.30459910410066404,0.007380856462852581
2018-02-14,GOOGL,1.1638028844883004,1.2761955637906128,-0.31447223497981075,-0.9410274066297544,-1.3608132069730614,-0.6004480941085291,0.01739539624659714
2018-02-14,MSFT,0.800800068421003,0.09162389443730704,-0.42912422076403056,-0.0650921976555962,-0.4256235157807493,-0.8148442953035412,0.020372180616597513
2018-02-14,NVDA,-1.329698371540032,-0.7334418228517796,1.7599523349547697,0.7075521572081201,0.9705151175382005,1.6197435745276438,0.021042315046938986
2018-02-15,AAPL,-1.2215139055067443,0.2915755842300104,-0.6420643069205538,-0.9162963041327425,-0.5090502892162384,1.453177118561119,-0.0032371423862057602
2018-02-15,AMZN,0.49885447338914457,-1.037501799899345,-0.3295026005928551,1.2151362157987198,0.30459910410066404,-1.3410201430224618,-0.008941218962002284
2018-02-15,GOOGL,1.0468952366692745,1.4703366098189457,-0.36161060355849517,-1.025033639003417,-0.6004480941085291,-0.2728783881206328,0.0037935029038058676
2018-02-15,MSFT,0.5830288111847647,0.09293035935584999,-0.4424016754175929,-0.06671203394393059,-0.8148442953035412,0.044622740198579196,-0.007122649100686607
2018-02-15,NVDA,-0.9072646157364388,-0.8173407535054613,1.7755791864894954,0.7929057612813702,1.6197435745276438,0.1160986723833963,-0.010791074460276051
2018-02-16,AAPL,-1.5347617177603832,0.2336193608296522,-0.6540136564767141,-0.8554928907805046,1.453177118561119,0.3498761012707226,-0.0033638618161990763
2018-02-16,AMZN,0.7928299831857993,-1.0732115920755398,-0.2985621491192431,1.3937263653016714,-1.3410201430224618,-0.6368467869991395,0.013570904563712238
2018-02-16,GOOGL,0.3227412105241347,1.4647466841948877,-0.37542296808096365,-1.0386802034569216,-0.2728783881206328,1.566076223197109,0.007384823015700537
2018-02-16,MSFT,0.8514264661826784,0.16320872183785023,-0.445138940102134,0.0036696231913896297,0.044622740198579196,-0.32226045874190495,0.007825609441822756
2018-02-16,NVDA,-0.4322359421322274,-0.7883631747868505,1.7731377137790572,0.49677710574436523,0.1160986723833963,-0.956845078726787,0.021489548298584182
2018-02-20,AAPL,0.12848306023415376,0.4847532467531883,-0.6558951081164078,-0.7340372342454072,0.3498761012707226,-1.3968549114731013,-0.004538744160152319
2018-02-20,AMZN,-0.031799554200517256,-1.0077658707596189,-0.29278367885326845,1.2964339230698394,-0.6368467869991395,0.4591605403041482,0.009922706887337096
2018-02-20,GOOGL,0.4697979596481011,1.327143839859323,-0.38237458484334513,-1.1495855415716592,1.566076223197109,-0.21882123290080177,0.00920620944454087
2018-02-20,MSFT,1.0586436845524698,0.17447393980057144,-0.4417220532618959,-0.08489262349622965,-0.32226045874190495,-0.17051195012339185,-0.013265389453823495
2018-02-20,NVDA,-1.6251251502342063,-0.9786051556534638,1.7727754250749141,0.6720814762434565,-0.956845078726787,1.3270275541931467,-0.030391877327297756
2018-02-21,AAPL,0.2174534097119407,0.45769280310214394,-0.6617089202125817,-0.615394544778414,-1.3968549114731013,0.07568890137229377,0.008359239124811957
2018-02-21,AMZN,-0.9874193563795622,-1.568968431753076,-0.31829147026683374,1.580853474527678,0.4591605403041482,0.934395274871731,0.001631842065593636
2018-02-21,GOOGL,-1.104604085360849,1.0106485918102313,-0.382437598496477,-1.0483735235992409,-0.21882123290080177,0.8918503795700952,-0.003456854586945557
2018-02-21,MSFT,0.9539171479272938,0.43914459219437413,-0.4111264597028117,-0.05770393310872836,-0.17051195012339185,-0.44249049212952496,0.002623258649485871
2018-02-21,NVDA,0.9206528841011768,-0.338517555353673,1.7735644486787066,0.14061852695870514,1.3270275541931467,-1.459444063684595,0.003273111322203537
2018-02-22,AAPL,-0.3292043905133154,0.20405298896686896,-0.6529309043959748,-0.359192189783424,0.07568890137229377,1.3922509663697145,0.017391302710744183
2018-02-22,AMZN,-0.9665279453233304,-1.4901127646780432,-0.3197267809631715,1.5043074982708147,0.934395274871731,-0.20251048243461897,0.009869817359685173
2018-02-22,GOOGL,-0.8188754104797487,1.1942792609124342,-0.38517929279273405,-1.2271387136862741,0.8918503795700952,-1.4088102109468683,0.016388893316874986
2018-02-22,MSFT,0.8974620130477792,0.43794175150928955,-0.41680381446490833,-0.18125512862966991,-0.44249049212952496,0.032509531068246,0.025400377835536947
2018-02-22,NVDA,1.217145733268615,-0.34616123671054955,1.7746407926167886,0.2632785338285533,-1.459444063684595,0.18656019594352705,0.015609893794005902
2018-02-23,AAPL,-0.37997191031891214,0.14453837132295128,-0.6472968133423354,0.048940733013925077,1.3922509663697145,0.08253550369858365,0.01977200454103456
2018-02-23,AMZN,-0.2284282090240531,-1.3843033820561965,-0.3691699715503406,1.2670658249996354,-0.20251048243461897,-1.2692236353467972,0.014633382161458375
2018-02-23,GOOGL,-0.8316034715787626,1.3847029824599426,-0.3875367777925653,-1.51811445573347,-1.4088102109468683,-0.09761721826834063,0.013837534204129476
2018-02-23,MSFT,-0.2985902854552825,0.18724578927565935,-0.3724526758520474,-0.08204716906340344,0.032509531068246,1.5219241337270015,0.014459181122959075
2018-02-23,NVDA,1.7385938763770115,-0.33218376100235625,1.7764562385372893,0.2841550667833128,0.18656019594352705,-0.23761878381044624,0.0026433216623988898
2018-02-26,AAPL,-0.67227203254742,-0.2178963056336968,-0.6118381548169194,0.4833915418571528,0.08253550369858365,1.064505210246073,-0.003240847599595309
2018-02-26,AMZN,-0.339429447308263,-1.423196169699654,-0.4093941400725669,1.3192542145553048,-1.2692236353467972,0.24842946152643006,-0.006550867172796515
2018-02-26,GOOGL,-0.41883383544446,1.375266864192237,-0.3842776085890857,-1.390819190239148,-0.09761721826834063,0.12203912386987203,-0.022899319079822233
2018-02-26,MSFT,-0.34166001643817456,0.14594289054879397,-0.3748892537105788,-0.14794525810470294,1.5219241337270015,0.22076421733839918,-0.012785609099944306
2018-02-26,NVDA,1.7721953317383183,0.11988272059232022,1.780399157189153,-0.2638813080686066,-0.23761878381044624,-1.6557380129807744,-0.0021087540144500982
2018-02-27,AAPL,-1.3338562153788875,-0.46517971662545615,-0.6305353172351843,0.9617077452029623,1.064505210246073,0.7335216876282373,-0.0015137326407725915
2018-02-27,AMZN,-0.5222727589290069,-1.1670815121364275,-0.43807304784013074,0.9634029448086989,0.24842946152643006,0.34666995505774717,0.0003108313001467522
2018-02-27,GOOGL,1.1528651017937586,1.5339549801650312,-0.3339860993853021,-1.4130394138927302,0.12203912386987203,-1.564021750901476,-0.012160916516209208
2018-02-27,MSFT,-0.07944888576342764,0.2275846781668307,-0.37464810220316347,-0.15810052588416165,0.22076421733839918,-0.3820026897128601,-0.004564887499940662
2018-02-27,NVDA,0.7827127582775637,-0.12927842956997818,1.7772425666637814,-0.35397075023476937,-1.6557380129807744,0.8658327979283518,-0.016500274697748285
2018-02-28,AAPL,-1.1713944025643335,-0.6373947935344585,-0.628588970344673,1.0833104278350751,0.7335216876282373,0.748029222906943,-0.017516179924295217
2018-02-28,AMZN,-0.6555186357892775,-1.1825734699347095,-0.4337064387591336,0.7134087314968011,0.34666995505774717,1.0020893582467718,-0.012562358807392093
2018-02-28,GOOGL,1.0661250687796553,1.4575113614736068,-0.3039032881318422,-1.485875333518304,-1.564021750901476,-0.7345304812043248,-0.02944958825333388
